trips,batteries,cg_iters,cg_s,cols,feasible,fuel_gal,fuel_kwh,fuel_units,gap_pct,lp_obj,milp_s,mip_obj,pricing_pct,pricing_s,scenario,trucks
60,1,83,0.76,179,True,546.97,18050.0,180.5,2.051,1891.67,0.2,1931.29,32.7,0.25,v2g,22
