trips,batteries,cg_iters,cg_s,cols,feasible,fuel_gal,fuel_kwh,fuel_units,gap_pct,lp_obj,milp_s,mip_obj,pricing_pct,pricing_s,scenario,trucks
60,0,27,0.33,123,True,990.91,32700.0,327.0,-0.0,3394.88,0.03,3394.88,41.4,0.14,v2g,39
